_id,name,lat,long,category,loc,distance
{'$oid': '602150f628ec95f95d4ebffb'},Vía 3 Estación de Madrid-Puerta de Atocha,40.40450711293239,-3.6874499106823904,'Train Station',"{'type': 'Point', 'coordinates': [-3.6874499106823904, 40.40450711293239]}",2.86884411194124
{'$oid': '602150f628ec95f95d4ec029'},Andén Vía 12 Estación de Madrid-Puerta de Atocha,40.40485700877375,-3.689550161361694,'Platform' ,"{'type': 'Point', 'coordinates': [-3.689550161361694, 40.40485700877375]}",2.8795935211220867
{'$oid': '602150f628ec95f95d4ec02a'},Andén 15 Estación de Madrid-Puerta de Atocha,40.40491472738958,-3.690174481789055,'Platform' ,"{'type': 'Point', 'coordinates': [-3.690174481789055, 40.40491472738958]}",2.8898747312963264
{'$oid': '602150f628ec95f95d4ec02d'},Andén 3 AVE Estación de Madrid-Puerta de Atocha,40.40406486896619,-3.687370652629683,'Platform' ,"{'type': 'Point', 'coordinates': [-3.687370652629683, 40.40406486896619]}",2.9150205924884935
{'$oid': '602150f628ec95f95d4ec02e'},Vía 6,40.403883326268726,-3.6872220441157615,'Platform' ,"{'type': 'Point', 'coordinates': [-3.6872220441157615, 40.403883326268726]}",2.9317453453338946
{'$oid': '602150f628ec95f95d4ec030'},Puerta 2 ave,40.40371647773272,-3.687519261580437,'Platform' ,"{'type': 'Point', 'coordinates': [-3.687519261580437, 40.40371647773272]}",2.9556316986338946
{'$oid': '602150f628ec95f95d4ec02b'},Renfe Media Distancia Extremadura,40.40372530377179,-3.687638149055557,'Train',"{'type': 'Point', 'coordinates': [-3.687638149055557, 40.40372530377179]}",2.957064317787689
{'$oid': '602150f628ec95f95d4ec031'},Andén Vía 8 Estación de Madrid-Puerta de Atocha,40.40340877224572,-3.687405328012453,'Platform' ,"{'type': 'Point', 'coordinates': [-3.687405328012453, 40.40340877224572]}",2.9866657340639913
{'$oid': '602150f628ec95f95d4ec032'},Via 2,40.40324684514133,-3.6865434041212897,'Platform' ,"{'type': 'Point', 'coordinates': [-3.6865434041212897, 40.40324684514133]}",2.9883702569007267
{'$oid': '602150f628ec95f95d4ebfd3'},ABC Centre d'Estudis,40.4027257,-3.6748938,'Preschool',"{'type': 'Point', 'coordinates': [-3.6748938, 40.4027257]}",3.005961031882656
{'$oid': '602150f628ec95f95d4ec004'},Alaris Madrid-Valencia,40.40266156196594,-3.684966,'Train Station',"{'type': 'Point', 'coordinates': [-3.684966, 40.40266156196594]}",3.028091931381125
{'$oid': '602150f628ec95f95d4ec034'},Ave Madrid-Joaquin Sorolla,40.40287965095125,-3.688197914674516,'Train',"{'type': 'Point', 'coordinates': [-3.688197914674516, 40.40287965095125]}",3.0597824735514125
{'$oid': '602150f628ec95f95d4ebfd4'},Guardería Chiqui Tin Moratalaz,40.40971609690256,-3.653978810012599,'Preschool',"{'type': 'Point', 'coordinates': [-3.653978810012599, 40.40971609690256]}",3.075505870783787
{'$oid': '602150f628ec95f95d4ec035'},Anden 10,40.40183949924626,-3.6837447296026142,'Platform' ,"{'type': 'Point', 'coordinates': [-3.6837447296026142, 40.40183949924626]}",3.104158479059309
{'$oid': '602150f628ec95f95d4ebfd5'},Foodies in the City,40.4212121,-3.717057899999986,'Preschool',"{'type': 'Point', 'coordinates': [-3.717057899999986, 40.4212121]}",3.3278593130008893
{'$oid': '602150f628ec95f95d4ec02c'},Cercanías Embajadores,40.40478042209165,-3.702556352444804,'Train Station',"{'type': 'Point', 'coordinates': [-3.702556352444804, 40.40478042209165]}",3.3855842035484702
{'$oid': '602150f628ec95f95d4ec033'},Cercanías Delicias,40.40012467567514,-3.6920543499194944,'Train Station',"{'type': 'Point', 'coordinates': [-3.6920543499194944, 40.40012467567514]}",3.445516240372657
{'$oid': '602150f628ec95f95d4ec02f'},Cercanías Príncipe Pío,40.42156712701484,-3.719177322692252,'Train Station',"{'type': 'Point', 'coordinates': [-3.719177322692252, 40.42156712701484]}",3.4902597712147885
{'$oid': '602150f628ec95f95d4ec017'},Estación del Norte,40.42123033537872,-3.7191205064533177,'Train Station',"{'type': 'Point', 'coordinates': [-3.7191205064533177, 40.42123033537872]}",3.4953415460139223
{'$oid': '602150f628ec95f95d4ec036'},Intercambiador de Príncipe Pío,40.42094531915469,-3.7202752491205753,'Train Station',"{'type': 'Point', 'coordinates': [-3.7202752491205753, 40.42094531915469]}",3.5979997766886416
{'$oid': '602150f628ec95f95d4ec037'},Cercanías Méndez Álvaro,40.39580161065463,-3.6782265107198153,'Train Station',"{'type': 'Point', 'coordinates': [-3.6782265107198153, 40.39580161065463]}",3.7537500852017085
{'$oid': '602150f628ec95f95d4ec039'},Intercambiador de Méndez Álvaro,40.39531805625652,-3.678199052810669,'Train Station',"{'type': 'Point', 'coordinates': [-3.678199052810669, 40.39531805625652]}",3.807559548770939
{'$oid': '602150f628ec95f95d4ebfeb'},Centro Deportivo Municipal Arganzuela,40.39450203103769,-3.691454405449704,'Basketball Court',"{'type': 'Point', 'coordinates': [-3.691454405449704, 40.39450203103769]}",4.030726191808985
{'$oid': '602150f628ec95f95d4ec038'},Cercanías Pirámides,40.40248604940046,-3.711201883844389,'Train Station',"{'type': 'Point', 'coordinates': [-3.711201883844389, 40.40248604940046]}",4.0435826099816286
